"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
1.56804567950183,-0.193821620931783,1.76186730043361,1.69192288065972,1.70298850696079,2.18957937406302,1.40005026439835,2.12368433646887,1.39768388460888,2.12605071625834,1.29362662094205,2.23010797992517
1.62158696673947,-0.195632765188844,1.81721973192832,1.77799667551746,1.78872702136647,2.26507757715557,1.43699584904931,2.19744361480733,1.43470116885135,2.19973829500528,1.33283379169161,2.30160567216503
1.56513872188309,-0.191530451120959,1.75666917300405,1.5344064713508,1.54631404734932,1.97315878460158,1.42853695853751,2.08480138747059,1.42599052813965,2.08734781786844,1.33470995061141,2.17862839539669
1.50539711951583,-0.157494078059999,1.66289119757583,1.34358748563639,1.35278664843452,1.72211819660053,1.3755655474153,1.95021684773636,1.37359831010462,1.95218408504704,1.29461690521953,2.03116548993213
1.51220875615557,-0.159290588391468,1.67149934454704,1.30078534133034,1.31050219220342,1.68330072640962,1.3933269159463,1.94967177314777,1.39124897124641,1.95174971784766,1.31152615277363,2.03147253632044
1.47713131912458,-0.151823581462774,1.62895490058736,1.273460690577,1.28247905648904,1.62756117673355,1.35662583769749,1.90128396347722,1.35469726372909,1.90321253744562,1.28090158937368,1.97700821180103
1.46934031078996,-0.127163177226465,1.59650348801643,1.20152267054738,1.20823309070793,1.47635606458957,1.33955834213772,1.85344863389513,1.33812332145162,1.85488365458123,1.28078532997946,1.91222164605339
1.41103052794733,-0.099040838806737,1.51007136675407,1.06163756157002,1.06624734461,1.28003343299654,1.28304059587094,1.73710213763719,1.28205479559875,1.73808793790939,1.23633672550832,1.78380600799981
1.45174903037241,-0.121765807626555,1.57351483799896,1.17602845322403,1.18231545481714,1.46817089203641,1.32202162036913,1.8250080556288,1.3206771475755,1.82635252842243,1.25954707586152,1.8874826001364
1.43144903233767,-0.123094287630321,1.55454331996799,1.18984792755363,1.19619826715762,1.53699168137941,1.30009481324155,1.80899182669443,1.29873679563945,1.81034984429653,1.22585825936362,1.88322838057236
1.50258031156268,-0.164057458473266,1.66663777003595,1.12183007999159,1.13376257569856,1.360110479173,1.42673485299549,1.9065406870764,1.42418309352788,1.90909244654402,1.37577868427018,1.95749685580172
1.48983201645444,-0.196599377449383,1.68643139390382,1.14132876295281,1.15813758265453,1.52512063040935,1.44235869125655,1.9305040965511,1.43876413183942,1.93409865596822,1.36028495283449,2.01257783497316
1.51877271433751,-0.164884126476816,1.68365684081432,1.17846100307412,1.18993996106126,1.56204129831064,1.4316434233652,1.93567025826345,1.42918865275884,1.93812502886981,1.34961492957836,2.01769875205029
1.59959263496446,-0.178910123056393,1.77850275802085,1.25463970431959,1.26733169288359,1.58523278795953,1.51019855556685,2.04680696047484,1.50748437885341,2.04952113718828,1.43950135593461,2.11750416010709
1.59148234480148,-0.194400862672896,1.78588320747438,1.07043355244758,1.08794286872681,1.37935335420412,1.55697141743566,2.0147949975131,1.55322705710366,2.0185393578451,1.49090904052604,2.08085737442272
1.66359766788194,-0.257162982171915,1.92076065005385,0.762406188596363,0.804609219316796,0.694663242325362,1.75772038943316,2.08380091067455,1.74869528807569,2.09282601203202,1.77220719158723,2.06931410852047
1.65902423661873,-0.273133591095041,1.93215782771377,0.714747541208622,0.765157504209586,0.852378005382411,1.779309349908,2.08500630551954,1.76852919934195,2.09578645608559,1.74987712980817,2.11443852561937
1.62077282736107,-0.195078164951622,1.81585099231269,0.799832385695091,0.823278407130656,1.01492693634488,1.64480715430728,1.9868948303181,1.63979323193552,1.99190875268987,1.59880927008155,2.03289271454383
1.7568325686099,-0.396921509749823,2.15375407835972,1.01059186719801,1.08574518509125,1.34402459893988,1.93763940894385,2.36986874777559,1.92156790176159,2.38594025495785,1.86633495169285,2.44117320502659
1.63361474397759,-0.227303935057583,1.86091867903517,1.2886916086462,1.30858440350165,1.69684792394915,1.58533249036558,2.13650486770476,1.58107842408672,2.14075893398363,1.49804842444858,2.22378893362176
1.67066925810161,-0.280267892144867,1.95093715024648,1.41870576704796,1.44612452604279,2.01046367532853,1.64754748544138,2.25432681505158,1.64168399472046,2.2601903057725,1.52100029178855,2.38087400870441
1.8798129376343,-0.44075930630592,2.32057224394022,1.78778797486098,1.84131871471312,2.63864300262837,1.93825449558548,2.70288999229495,1.92680696812931,2.71433751975113,1.75629948583796,2.88484500204248
1.82203820606532,-0.379415768666983,2.2014539747323,1.7273153778197,1.76849504946029,2.39372655936492,1.83206826723649,2.57083968222812,1.82326201081179,2.57964593865282,1.68955650074661,2.71335144871799
1.69451239004314,-0.229755582076072,1.92426797211921,1.53401972738842,1.55112995958171,2.00787311376396,1.59621846269543,2.252317481543,1.59255944633669,2.25597649790173,1.49488510422296,2.35365084001547
1.66852528174171,-0.30046894965615,1.96899423139786,1.51429051273915,1.54381260089405,2.39013214394935,1.64516380669082,2.2928246561049,1.6388505198644,2.29913794293131,1.45786542172117,2.48012304107455
1.59892313896602,-0.154874295305037,1.75379743427105,1.18173208035972,1.19183755482765,1.49330130706205,1.5010844982436,2.0065103702985,1.4989234465423,2.0086714219998,1.43445554286162,2.07313932568049
1.56168887332726,-0.166736606361529,1.72842547968879,1.07358800305937,1.08645860308342,1.38307246394589,1.49883911163962,1.95801184773796,1.49608673893639,1.96076422044119,1.43265598259932,2.02419497677826
1.58748998118899,-0.154442876131596,1.74193285732058,1.22418815728812,1.23389191035207,1.53914626494817,1.48014070610459,2.00372500853657,1.47806556236598,2.00580015227518,1.41278703987579,2.07107867476537
1.64181882544134,-0.15901730176355,1.80083612720489,1.34951472285678,1.35885116531112,1.59779460710431,1.51224293971894,2.08942931469083,1.51024634520831,2.09142590920147,1.45914838508381,2.14252386932596
1.69231589450642,-0.184670834791489,1.8769867292979,1.58956944244638,1.60026070675433,1.96994079789604,1.53705793537208,2.21691552322373,1.53477161274615,2.21920184584966,1.45571567208414,2.29825778651167
