"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
1.87564055305292,-0.278190455897965,2.15383100895089,0.983285728167937,1.02188098767492,1.23561889609278,1.94355574652121,2.36410627138057,1.93530216560481,2.37235985229696,1.88959439878156,2.41806761912022
2.01930180888731,-0.274851247590689,2.294153056478,1.2866702968395,1.31569892493352,1.56158142255944,2.01899912453545,2.56930698842054,2.01279136394707,2.57551474900893,1.96020948948878,2.62809662346722
2.10142460575732,-0.39730541152833,2.49873001728565,1.23565998531917,1.2979627072257,1.66139392841903,2.23448462020157,2.76297541436972,2.22116120786711,2.77629882670419,2.14344158556164,2.85401844900965
1.92229619963633,-0.244495710366825,2.16679191000315,1.03567486503343,1.06414311934523,1.25641748051478,1.94531325146258,2.38827056854373,1.93922532658496,2.39435849342135,1.89810753081591,2.4354762891904
2.00029568243041,-0.276821077356136,2.27711675978654,1.27054108863527,1.30034786375766,1.50821062041182,2.00541205261231,2.54882146696077,1.99903788559097,2.55519563398211,1.9545865176389,2.59964700193418
2.04462218752967,-0.330131759742299,2.37475394727197,1.40985630066236,1.44799232294509,1.72569655666438,2.07325673733863,2.67625115720532,2.06510136412024,2.68440653042371,2.00571442403726,2.74379347050669
2.02077269955604,-0.28007415366586,2.3008468532219,1.37590025856911,1.40411646706467,1.63763778130687,2.00661112940362,2.59508257704018,2.00057710442369,2.60111660202011,1.95063866412242,2.65105504232138
1.84190273610934,-0.139514338493224,1.98141707460256,1.13900492536535,1.14751752520462,1.22603419417939,1.73784132370039,2.22499282550474,1.73602090760578,2.22681324159935,1.71923014913058,2.24360400007455
1.9421556066211,-0.19632717674938,2.13848278337048,1.26103672758406,1.27622803160184,1.42285622024858,1.86881058003213,2.40815498670883,1.86556192570157,2.41140364103938,1.8342055457969,2.44276002094406
1.88606529670289,-0.179344009923561,2.06540930662646,1.1351749800977,1.14925476258977,1.29301391497653,1.8226525879986,2.30816602525431,1.81964163210485,2.31117698114806,1.78889879446485,2.34191981878806
1.91286441781466,-0.2191903929787,2.13205481079336,1.03165949619549,1.05468751033872,1.17150561179121,1.91143483728397,2.35267478430275,1.90651030560565,2.35759931598107,1.88152880100756,2.38258082057916
1.86809019347408,-0.25466792697097,2.12275812044505,0.947042763273211,0.980686366019152,1.11407763943689,1.92023340166322,2.32528283922688,1.91303873057848,2.33247751031162,1.88451305973812,2.36100318115198
1.86067442384074,-0.214383145268917,2.07505756910966,0.865292626475681,0.891454688926238,0.99928875314931,1.89001508461265,2.26010005360666,1.88442033794859,2.26569480027072,1.86136006614375,2.28875507207556
1.94014702049602,-0.263318897763713,2.20346591825974,0.832054113053945,0.872726124834982,1.00811948447485,2.02553147665638,2.38140035986309,2.01683378309102,2.39009805342846,1.98787996690724,2.41905186961224
