"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
1.56620434197411,-0.193814439770132,1.76001878174424,1.69814812058081,1.70917262922607,2.19604114905217,1.39687048062438,2.1231670828641,1.39451289382928,2.1255246696592,1.29039625423772,2.22964130925076
1.61434884061284,-0.195629117884817,1.80997795849765,1.81561633307485,1.82612524781094,2.30427277616686,1.42170912679168,2.19824679020363,1.41946179954927,2.20049411744603,1.31721014051983,2.30274577647547
1.56394062201382,-0.191527285963626,1.75546790797744,1.53491149454114,1.54681479089874,1.97367016077148,1.42722769450224,2.08370812145265,1.42468217930389,2.086253636651,1.33339932799398,2.1775364879609
1.50094843830021,-0.157494061914868,1.65844250021508,1.36566991693766,1.37472131778298,1.74500590128144,1.36639453089142,1.95049046953874,1.36445889241566,1.95242610801449,1.28527368130324,2.03161131912691
1.49890134271668,-0.159290588391468,1.65819193110815,1.37525362158048,1.38444790989778,1.76072372757456,1.36409449035306,1.95228937186324,1.36212829544817,1.95425556676813,1.2816618612863,2.03472200093
1.47395217182543,-0.151823581462774,1.62577575328821,1.29121957426592,1.30011475987916,1.64598534218966,1.34964896017489,1.90190254640152,1.34774672826447,1.90380477831194,1.27378244160941,1.97776906496701
1.45894081867624,-0.127162259562829,1.58610307823907,1.2608070468321,1.26720347600478,1.53853935448564,1.3164799920383,1.85572616443983,1.31511211820024,1.85709403827789,1.25708704835564,1.9151191081225
1.40026074316687,-0.0990379089985819,1.49929865216545,1.11956781581096,1.12393976778942,1.34096613300346,1.25987951942151,1.7387177849094,1.25894457922735,1.73965272510355,1.21253357722433,1.78606372710657
1.43867911601699,-0.121765762383944,1.56044487840093,1.24769136050657,1.25361901388407,1.54302818458492,1.29362657651163,1.82726318029024,1.29235895019118,1.82853080661069,1.23046891398364,1.89042084281823
1.42553368561875,-0.12309402341152,1.54862770903027,1.22053518435052,1.22672665041451,1.56825149361281,1.28761674462611,1.80963867343443,1.28629270206744,1.8109627159931,1.21325774999549,1.88399766806505
1.50222919235529,-0.164057458473266,1.66628665082856,1.12130203976744,1.13324009550815,1.35959410238565,1.42649665498031,1.90607664667681,1.42394370650169,1.90862959515543,1.37553799203367,1.95703530962345
1.48954362346242,-0.196599377449383,1.6861430009118,1.1408991577989,1.15771421494241,1.52471479028938,1.44216216915606,1.93012383266754,1.43856627586449,1.93371972595912,1.36008334859093,2.01220265323267
1.51807921158313,-0.164873214530104,1.68295242611324,1.17756237590566,1.18904849607494,1.56117114436876,1.43113117972718,1.9347736724993,1.42867487749101,1.93722997473547,1.34909659695214,2.01680825527434
1.59924296716173,-0.178910123056393,1.77815309021812,1.25411915366411,1.26681635753539,1.58468623754885,1.50996020731505,2.04634597312119,1.50724491531022,2.04906126512602,1.43926856772013,2.11703761271611
1.59122998300582,-0.194400862672896,1.78563084567872,1.07007354825878,1.08758866033583,1.37902487180947,1.55679604239279,2.01446564896464,1.55305044263172,2.01821124872571,1.49072692456001,2.08053476679742
1.66323676238973,-0.257162982171915,1.92039974456164,0.761968617381218,0.804194611567002,0.694414197540462,1.75745305837151,2.08334643075177,1.7484230462861,2.09237644283718,1.77189954422336,2.06889994489993
1.65889179543175,-0.273132846555477,1.93202464198723,0.714594876730449,0.765014633661935,0.852243192491411,1.77920881141948,2.08484047255498,1.76842656642528,2.09562271754918,1.74977277376482,2.11427651020964
1.62008660628965,-0.195066652683579,1.81515325897323,0.799529968807126,0.822981877084727,1.01457069743517,1.6441740926992,1.98613242524727,1.63915891142861,1.99114760651786,1.59818771829145,2.03211879965502
1.75656418838163,-0.396921509749823,2.15348569813145,1.01048077266725,1.08564178108264,1.34388873192088,1.93739478623686,2.36957661002605,1.9213216344395,2.38564976182341,1.86609562657263,2.44087576969027
1.63332668654043,-0.227303935057583,1.86063062159801,1.28860575681971,1.30849985685958,1.69680139941528,1.58506279230742,2.13619845088861,1.58080844691539,2.14045279628064,1.49777031626451,2.22349092693152
1.67040845303473,-0.280267350649901,1.95067580368463,1.41865774891974,1.44607731342773,2.01046391926691,1.64729640753718,2.25405519983208,1.64143274455759,2.25991886281168,1.52073889306058,2.38061271430869
1.87951342372351,-0.44075930630592,2.32027273002943,1.78780047843537,1.84133085478656,2.63868581586047,1.93795230779028,2.70259315226858,1.92650485806864,2.71404060199022,1.75599081633449,2.88455464372437
1.82187531206835,-0.379415768666983,2.20129108073534,1.72731620160782,1.76849585406639,2.39373397832789,1.83190519707275,2.57067696439792,1.82309894475012,2.57948321672055,1.68939202020736,2.71319014126331
1.68820611524529,-0.229562195307835,1.91776831055313,1.56966020372399,1.58635807958651,2.04422355417525,1.58209709942058,2.25343952168568,1.5785262652994,2.25701035580686,1.4806119154125,2.35492470569376
1.66132398772413,-0.300456313395045,1.96178030111918,1.55737206485894,1.58609008087875,2.43131187517509,1.62873690360234,2.29482369863601,1.62259556728266,2.30096503495569,1.44184522227553,2.48171537996283
1.5919199685177,-0.154873541952603,1.7467935104703,1.22513300517964,1.23488327155947,1.53633097090522,1.48479930390799,2.00878771703262,1.48271421331524,2.01087280762536,1.41824974253842,2.07533727840218
1.5550085222415,-0.166735201956379,1.72174372419788,1.11987709489511,1.1322214161736,1.42971123157872,1.48225845224462,1.96122899615114,1.47961862404211,1.96386882435365,1.416000545174,2.02748690322176
1.58551698477107,-0.154442355970635,1.73995934074171,1.23479798842853,1.24441894615314,1.54978069507537,1.47589828135033,2.00402040013308,1.47384084336215,2.00607783812126,1.40853935463797,2.07137932684544
1.63258614164875,-0.159017240146597,1.79160338179535,1.41046676992819,1.4194023361033,1.6611653055869,1.48997562325197,2.09323114033872,1.48806475597443,2.09514200761627,1.43636384097319,2.14684292261751
